school,ambient,total_ambients
JARDIM DAMASCENO I - PROFESSOR JOAO ANTONIO FELICIO,LABORATORIO DE INFORMATICA    ,1
JARDIM DAMASCENO I - PROFESSOR JOAO ANTONIO FELICIO,SALA DE LEITURA               ,1
JARDIM DAMASCENO I - PROFESSOR JOAO ANTONIO FELICIO,PATIO COBERTO                 ,1
JARDIM DAMASCENO I - PROFESSOR JOAO ANTONIO FELICIO,QUADRA COBERTA                ,1
JARDIM DAS LARANJEIRAS,SALA RECURSOS MULTIFUNCIONAIS,1
JARDIM DAS LARANJEIRAS,SALA DE AULA ADAPTADA        ,1
JARDIM DAS LARANJEIRAS,LABORATORIO DE INFORMATICA    ,1
JARDIM DAS LARANJEIRAS,SALA DE LEITURA               ,1
JARDIM DAS LARANJEIRAS,SALA RECUPERACAO/APOIO PEDAG. ,1
JARDIM DOS FRANCOS,BERCARIO,1
JARDIM DOS SONHOS,BRINQUEDOTECA,1
JARDIM ELIANA,SALA DE LEITURA               ,1
JARDIM ELIANA,SALA RECURSOS MULTIFUNCIONAIS,1
JARDIM ELIANA,SALA RECUPERACAO/APOIO PEDAG. ,1
JARDIM ELIANA,LABORATORIO DE INFORMATICA    ,1
JARDIM FONTALIS,SALA DE AULA ADAPTADA        ,1
JARDIM FONTALIS I,SALA DE ED. INFANTIL ADAPTADA,1
JARDIM GUAIRACA,BERCARIO,1
JARDIM IPANEMA,SALA DE RECREACAO             ,1
JARDIM IPANEMA I,SALA DE ED. INFANTIL PROPRIA ,1
JARDIM IRIS,SALA DE ED. INFANTIL PROPRIA ,1
JARDIM JAPAO,SALA DE ED. INFANTIL ADAPTADA,1
JARDIM JAQUELINE - SAO GABRIEL,SALA DE RECREACAO             ,1
JARDIM JARAGUA,SALA DE RECREACAO             ,1
JARDIM KERALUX,SALA DE RECREACAO             ,1
JARDIM KLEIN,SALA DE ED. ESPECIAL PROPRIA ,1
JARDIM LALLO,BRINQUEDOTECA,1
JARDIM LAPENNA I,SALA DE AULA PROPRIA         ,1
JARDIM LUSO,BERCARIO,1
JARDIM MACEDONIA,SALA DE RECREACAO             ,1
JARDIM MONTE BELO,LABORATORIO DE INFORMATICA    ,1
JARDIM MONTE BELO,SALA DE LEITURA               ,1
JARDIM MONTE BELO,QUADRA DESCOBERTA             ,1
JARDIM PAULISTANO,SALA DE ESTUDO/PESQUISAS,1
JARDIM PAULISTANO,PATIO COBERTO                 ,1
JARDIM PAULISTANO,CAMPO DE FUTEBOL,1
JARDIM PAULISTANO,PATIO DESCOBERTO              ,1
JARDIM PAULISTANO,LABORATORIO DE INFORMATICA    ,1
JARDIM PAULISTANO,GINASIO DE ESPORTES,1
JARDIM PAULISTANO,SALA RECURSOS MULTIFUNCIONAIS,1
JARDIM PAULISTANO,SALA DE LEITURA               ,1
JARDIM PAULO VI,SALA RECUPERACAO/APOIO PEDAG. ,1
JARDIM PIRITUBA,SALA DE RECREACAO             ,1
JARDIM PRINCESA,SALA DE RECREACAO             ,1
JARDIM REPUBLICA,BRINQUEDOTECA,1
JARDIM SAO JUDAS TADEU,SALA DE ED. INFANTIL PROPRIA ,1
JARDIM SAO PAULO I,BERCARIO,1
JARDIM SILVA TELES,SALA RECUPERACAO/APOIO PEDAG. ,1
JARDIM SINHA,SALA DE RECREACAO             ,1
JARDIM TAIPAS,SALA DE AULA PROPRIA         ,1
JARDIM TANAY,SALA DE ED. ESPECIAL PROPRIA ,1
JARDIM TIETE,BERCARIO,1
JARDIM TRES MARIAS,BERCARIO,1
JEAN MERMOZ,LABORATORIO DE INFORMATICA    ,1
JEAN MERMOZ,SALA DE LEITURA               ,1
JESSICA FRAZAO,SALA DE ED. INFANTIL PROPRIA ,1
JESUS MENINO III,SALA DE ED. INFANTIL PROPRIA ,1
JESUS REI III,SALA DE ED. INFANTIL PROPRIA ,1
JOAO AMOS COMENIUS,SALA RECURSOS MULTIFUNCIONAIS,1
JOAO AMOS COMENIUS,LABORATORIO DE INFORMATICA    ,1
JOAO AMOS COMENIUS,SALA DE LEITURA               ,1
JOAO AMOS COMENIUS,SALA RECUPERACAO/APOIO PEDAG. ,1
JOAO CANDIDO,SALA DE LEITURA               ,1
JOAO DA SILVA,SALA RECUPERACAO/APOIO PEDAG. ,1
JOAO DA SILVA,QUADRA DESCOBERTA             ,1
JOAO DA SILVA,PATIO COBERTO                 ,1
JOAO DA SILVA,LABORATORIO DE INFORMATICA    ,1
JOAO DA SILVA,SALA DE LEITURA               ,1
JOAO DA SILVA,QUADRA COBERTA                ,1
JOAO DA SILVA,SALA RECURSOS MULTIFUNCIONAIS,1
JOAO DE DEUS CARDOSO DE MELLO,PATIO COBERTO                 ,1
JOAO DE DEUS CARDOSO DE MELLO,SALA RECUPERACAO/APOIO PEDAG. ,1
JOAO DE DEUS CARDOSO DE MELLO,SALA DE LEITURA               ,1
JOAO DE DEUS CARDOSO DE MELLO,QUADRA DESCOBERTA             ,1
JOAO DE DEUS CARDOSO DE MELLO,LABORATORIO DE INFORMATICA    ,1
JOAO DE DEUS CARDOSO DE MELLO,QUADRA COBERTA                ,1
JOAO DE DEUS CARDOSO DE MELLO,SALA RECURSOS MULTIFUNCIONAIS,1
JOAO DE DEUS CARDOSO DE MELLO,PATIO DESCOBERTO              ,1
JOAO DIAS,BERCARIO,1
JOAO DOMINGUES SAMPAIO,SALA DE LEITURA               ,1
JOAO DOMINGUES SAMPAIO,LABORATORIO DE INFORMATICA    ,1
JOAO FERNANDES VII,BRINQUEDOTECA,1
JOAO FERNANDES X,SALA DE ED. INFANTIL PROPRIA ,1
JOAO GUALBERTO DO AMARAL CARVALHO,SALA DE LEITURA               ,1
JOAO PE DE FEIJAO,BERCARIO,1
JOAO RAMOS - PERNAMBUCO - ABOLICIONISTA,LABORATORIO DE CIENCIAS,1
JOAO RAMOS - PERNAMBUCO - ABOLICIONISTA,SALA RECURSOS MULTIFUNCIONAIS,1
JOAO RAMOS - PERNAMBUCO - ABOLICIONISTA,SALA RECUPERACAO/APOIO PEDAG. ,1
JOAO RAMOS - PERNAMBUCO - ABOLICIONISTA,PATIO COBERTO                 ,1
JOAO RAMOS - PERNAMBUCO - ABOLICIONISTA,SALA DE PROJECAO/VIDEO        ,1
JOAO RAMOS - PERNAMBUCO - ABOLICIONISTA,SALA DE LEITURA               ,1
JOAO RAMOS - PERNAMBUCO - ABOLICIONISTA,LABORATORIO DE INFORMATICA    ,1
JOAO RIBEIRO DE BARROS,LABORATORIO DE INFORMATICA    ,1
JOAO RIBEIRO DE BARROS,BRINQUEDOTECA,1
JOAO RIBEIRO DE BARROS,SALA RECURSOS MULTIFUNCIONAIS,1
JOAO RIBEIRO DE BARROS,SALA RECUPERACAO/APOIO PEDAG. ,1
JOAO RIBEIRO DE BARROS,SALA DE LEITURA               ,1
JOAO XXIII,SALA DE LEITURA               ,1
JOAO XXIII,SALA RECURSOS MULTIFUNCIONAIS,1
JOAO XXIII,SALA RECUPERACAO/APOIO PEDAG. ,1
JOAO XXIII,QUADRA COBERTA                ,1
JOAO XXIII,LABORATORIO DE INFORMATICA    ,1
JOAQUIM BENTO ALVES DE LIMA NETO,SALA RECUPERACAO/APOIO PEDAG. ,1
JOAQUIM BENTO ALVES DE LIMA NETO,PATIO COBERTO                 ,1
JOAQUIM BENTO ALVES DE LIMA NETO,SALA DE LEITURA               ,1
JOAQUIM BENTO ALVES DE LIMA NETO,LABORATORIO DE INFORMATICA    ,1
JOAQUIM NABUCO,BRINQUEDOTECA,1
JOAQUIM NABUCO,SALA DE LEITURA               ,1
JOAQUIM NABUCO,LABORATORIO DE INFORMATICA    ,1
JOAQUIM NABUCO,SALA DE PROJECAO/VIDEO        ,1
JOAQUIM NABUCO,SALA RECUPERACAO/APOIO PEDAG. ,1
JOAQUIM NABUCO,QUADRA COBERTA                ,1
JOAQUIM OSORIO DUQUE ESTRADA,SALA RECUPERACAO/APOIO PEDAG. ,1
JOAQUIM OSORIO DUQUE ESTRADA,SALA DE RECREACAO             ,1
JOEL FERNANDES DE SOUZA,SALA DE LEITURA               ,1
JOEL FERNANDES DE SOUZA,LABORATORIO DE INFORMATICA    ,1
JOSE AMERICO DE ALMEIDA,SALA DE LEITURA               ,1
JOSE AMERICO DE ALMEIDA,SALA RECUPERACAO/APOIO PEDAG. ,1
JOSE AMERICO DE ALMEIDA,QUADRA DESCOBERTA             ,1
JOSE BONIFACIO,SALA DE LEITURA               ,1
JOSE BONIFACIO,LABORATORIO DE INFORMATICA    ,1
JOSE DE ALCANTARA MACHADO FILHO,SALA RECUPERACAO/APOIO PEDAG. ,1
JOSE DE ALCANTARA MACHADO FILHO,SALA RECURSOS MULTIFUNCIONAIS,1
JOSE HONORIO RODRIGUES,QUADRA COBERTA                ,1
JOSE HONORIO RODRIGUES,LABORATORIO DE INFORMATICA    ,1
JOSE HONORIO RODRIGUES,SALA DE LEITURA               ,1
JOSE LINS DO REGO,SALA DE RECREACAO             ,1
JOSE LINS DO REGO,SALA DE LEITURA               ,1
JOSE LINS DO REGO,QUADRA COBERTA                ,1
JOSE LINS DO REGO,SALA RECUPERACAO/APOIO PEDAG. ,1
JOSE MARIA LISBOA,LABORATORIO DE INFORMATICA    ,1
JOSE MARIA LISBOA,SALA RECUPERACAO/APOIO PEDAG. ,1
JOSE MARIA LISBOA,QUADRA DESCOBERTA             ,1
JOSE MARIA WHITAKER,SALA DE LEITURA               ,1
JOSE MARIA WHITAKER,LABORATORIO DE INFORMATICA    ,1
JOSE MARIA WHITAKER,QUADRA COBERTA                ,1
JOSE MARIA WHITAKER,SALA RECURSOS MULTIFUNCIONAIS,1
JOSE MAURO DE VASCONCELOS,SALA DE ED. INFANTIL ADAPTADA,1
JOSE OLYMPIO PEREIRA FILHO,LABORATORIO DE INFORMATICA    ,1
JOSE OLYMPIO PEREIRA FILHO,SALA RECUPERACAO/APOIO PEDAG. ,1
JOSE OLYMPIO PEREIRA FILHO,SALA DE LEITURA               ,1
JOSE QUERINO RIBEIRO,SALA DE LEITURA               ,1
JOSE QUERINO RIBEIRO,QUADRA DESCOBERTA             ,1
JOSE QUERINO RIBEIRO,SALA RECURSOS MULTIFUNCIONAIS,1
JOSE SARAMAGO,LABORATORIO DE INFORMATICA    ,1
JOSE SARAMAGO,QUADRA DESCOBERTA             ,1
JOSE VIEIRA DE SANTANA,SALA DE ED. INFANTIL PROPRIA ,1
JUAN DIEGO,BERCARIO,1
JUJUBINHA,SALA DE ED. INFANTIL PROPRIA ,1
JULIA E JR,BERCARIO,1
JULIO CESAR,SALA DE ED. INFANTIL PROPRIA ,1
JULIO DE GRAMMONT,LABORATORIO DE INFORMATICA    ,1
JULIO DE GRAMMONT,PATIO COBERTO                 ,1
JULIO DE GRAMMONT,SALA RECUPERACAO/APOIO PEDAG. ,1
JULIO DE GRAMMONT,QUADRA COBERTA                ,1
JULIO DE GRAMMONT,SALA DE LEITURA               ,1
JULIO DE OLIVEIRA,SALA DE LEITURA               ,1
JULIO DE OLIVEIRA,LABORATORIO DE INFORMATICA    ,1
JULIO DE OLIVEIRA,SALA DE ESTUDO/PESQUISAS,1
JULIO FRANCISCO DE SOUZA II,SALA DE ED. INFANTIL PROPRIA ,1
JULIO MESQUITA,SALA DE LEITURA               ,1
JULIO MESQUITA,QUADRA COBERTA                ,1
JULIO MESQUITA,LABORATORIO DE INFORMATICA    ,1
JULIO MESQUITA,SALA RECUPERACAO/APOIO PEDAG. ,1
KADOSH,SALA DE ED. INFANTIL PROPRIA ,1
KALIXTO MENDES II,BERCARIO,1
KAUE MARQUES,BERCARIO,1
KRUKUTU,SALA DE ED. INFANTIL PROPRIA ,1
KRUKUTU,BERCARIO,1
LADY DAY,SALA DE ED. INFANTIL PROPRIA ,1
LAJEADO,QUADRA COBERTA                ,1
LAJEADO,PISCINA                       ,1
LAJEADO,PATIO DESCOBERTO              ,1
LAJEADO,PATIO COBERTO                 ,1
LAJEADO,QUADRA DESCOBERTA             ,1
LAR DE AMOR MEIMEI,SALA DE ED. INFANTIL PROPRIA ,1
LAR MAE DO DIVINO AMOR,SALA DE AULA PROPRIA         ,1
LAR SAO TIAGO,SALA DE RECREACAO             ,1
LEAO DA TRIBO DE JUDA,SALA DE AULA PROPRIA         ,1
LELIA GONZALEZ,AUDITORIO                     ,1
LELIA GONZALEZ,SALA RECURSOS MULTIFUNCIONAIS,1
LEONARDO VILLAS BOAS,SALA RECUPERACAO/APOIO PEDAG. ,1
LEONARDO VILLAS BOAS,SALA PARA TV/VIDEO,1
LEONARDO VILLAS BOAS,SALA DE LEITURA               ,1
LEONARDO VILLAS BOAS,QUADRA COBERTA                ,1
LEONARDO VILLAS BOAS,SALA RECURSOS MULTIFUNCIONAIS,1
LEONARDO VILLAS BOAS,LABORATORIO DE INFORMATICA    ,1
LEONARDO VILLAS BOAS,QUADRA DESCOBERTA             ,1
LEONOR MENDES DE BARROS,LABORATORIO DE INFORMATICA    ,1
LEONOR MENDES DE BARROS,QUADRA DESCOBERTA             ,1
LEONOR MENDES DE BARROS,PATIO COBERTO                 ,1
LEONOR MENDES DE BARROS,SALA RECURSOS MULTIFUNCIONAIS,1
LEONOR MENDES DE BARROS,SALA DE LEITURA               ,1
LILIANE SANTANA,SALA DE ED. INFANTIL PROPRIA ,1
LIMA BARRETO,BERCARIO,1
LINDA FLOR,SALA DE ED. INFANTIL PROPRIA ,1
LOURENCO FILHO,PATIO COBERTO                 ,1
LOURENCO FILHO,SALA DE AULA ADAPTADA        ,1
LOURENCO FILHO,QUADRA DESCOBERTA             ,1
LOURENCO FILHO,LABORATORIO DE INFORMATICA    ,1
LOURENCO FILHO,SALA RECURSOS MULTIFUNCIONAIS,1
LOURENCO FILHO,QUADRA COBERTA                ,1
LOURENCO FILHO,SALA DE LEITURA               ,1
LOURIVAL BRANDAO DOS SANTOS,LABORATORIO DE INFORMATICA    ,1
LOURO ROSA,LABORATORIO DE INFORMATICA    ,1
LUCAS EVANGELISTA,BERCARIO,1
LUGAR DE ALEGRIA,BERCARIO,1
LUIS GAMA,SALA DE AULA PROPRIA         ,1
LUIS WASHINGTON VITA,QUADRA COBERTA                ,1
LUIS WASHINGTON VITA,SALA DE LEITURA               ,1
LUIS WASHINGTON VITA,LABORATORIO DE INFORMATICA    ,1
LUIS WASHINGTON VITA,SALA RECURSOS MULTIFUNCIONAIS,1
LUIZ GONZAGA DO NASCIMENTO JR. - GONZAGUINHA,PALCO                         ,1
M BOI MIRIM I,SALA RECURSOS MULTIFUNCIONAIS,1
M BOI MIRIM I,SALA RECUPERACAO/APOIO PEDAG. ,1
M BOI MIRIM II,QUADRA COBERTA                ,1
M BOI MIRIM II,SALA RECURSOS MULTIFUNCIONAIS,1
M BOI MIRIM II,SALA RECUPERACAO/APOIO PEDAG. ,1
M BOI MIRIM II,QUADRA DESCOBERTA             ,1
M BOI MIRIM II,LABORATORIO DE CIENCIAS,1
M BOI MIRIM II,LABORATORIO DE INFORMATICA    ,1
MADRE PAULINA,BERCARIO,1
MADRE RITA AMADA DE JESUS,SALA DE RECREACAO             ,1
MAE DA DIVINA PROVIDENCIA,BERCARIO,1
MANOEL PRETO,SALA DE AULA PROPRIA         ,1
MANOEL VIEIRA DE QUEIROZ FILHO,SALA RECUPERACAO/APOIO PEDAG. ,1
MANOEL VIEIRA DE QUEIROZ FILHO,QUADRA COBERTA                ,1
MANOEL VIEIRA DE QUEIROZ FILHO,SALA DE LEITURA               ,1
MANTO AZUL,BERCARIO,1
MARANATA II,BERCARIO,1
MARCILIO DIAS,SALA DE ED. INFANTIL ADAPTADA,1
MARCILIO DIAS,SALA DE LEITURA               ,1
MARCILIO DIAS,LABORATORIO DE INFORMATICA    ,1
MARCILIO DIAS,SALA RECURSOS MULTIFUNCIONAIS,1
MARCOS MELEGA,LABORATORIO DE INFORMATICA    ,1
MARCOS MELEGA,SALA RECURSOS MULTIFUNCIONAIS,1
MARCOS MELEGA,SALA RECUPERACAO/APOIO PEDAG. ,1
MARCOS MELEGA,SALA DE LEITURA               ,1
MARCOS MELEGA,QUADRA COBERTA                ,1
MARECHAL TITO,BRINQUEDOTECA,1
MARGARETH DE FATIMA MARQUES DE AZEVEDO,SALA DE AULA PROPRIA         ,1
MARGARIDA BARROS HORTA,SALA DE AULA PROPRIA         ,1
MARIA AUXILIADORA,SALA DE ED. INFANTIL PROPRIA ,1
MARIA AUXILIADORA DA SILVA,BERCARIO,1
MARIA CLARA MACHADO,QUADRA COBERTA                ,1
MARIA CLARA MACHADO,SALA DE LEITURA               ,1
MARIA CLARA MACHADO,SALA RECUPERACAO/APOIO PEDAG. ,1
MARIA CLARA MACHADO,LABORATORIO DE INFORMATICA    ,1
MARIA CLARA MACHADO,ATELIE,1
MARIA DE LOURDES FERRARINI,SALA DE AULA PROPRIA         ,1
MARIA HENRIQUETA CATITE,SALA DE AULA PROPRIA         ,1
MARIA NATIVIDADE MACHADO,BRINQUEDOTECA,1
MARIA NELE,SALA DE ED. INFANTIL PROPRIA ,1
MARIA RITA LOPES PONTES - IRMA DULCE,LABORATORIO DE INFORMATICA    ,1
MARIA RITA LOPES PONTES - IRMA DULCE,SALA RECUPERACAO/APOIO PEDAG. ,1
MARIA RITA LOPES PONTES - IRMA DULCE,SALA DE LEITURA               ,1
MARIA RITA LOPES PONTES - IRMA DULCE,SALA DE EDUCACAO FISICA       ,1
MARIA RITA LOPES PONTES - IRMA DULCE,SALA DE EDUCACAO ARTISTICA    ,1
MARINA VIEIRA DE CARVALHO MESQUITA,SALA DE LEITURA               ,1
MARINA VIEIRA DE CARVALHO MESQUITA,PATIO COBERTO                 ,1
MARINA VIEIRA DE CARVALHO MESQUITA,LABORATORIO DE INFORMATICA    ,1
MARINA VIEIRA DE CARVALHO MESQUITA,SALA DE EDUCACAO ARTISTICA    ,1
MARINA VILLARES DA SILVA NOVAES,BRINQUEDOTECA,1
MARIO DA COSTA BARBOSA,BERCARIO,1
MARIO FITTIPALDI,SALA RECURSOS MULTIFUNCIONAIS,1
MARIO FITTIPALDI,SALA DE LEITURA               ,1
MARIO FITTIPALDI,LABORATORIO DE INFORMATICA    ,1
MARIO GRACIOTTI,SALA DE AULA ADAPTADA        ,1
MARIO LAGO,AUDITORIO                     ,1
MARIO LAGO,SALA RECURSOS MULTIFUNCIONAIS,1
MARIO LAGO,SALA DE LEITURA               ,1
MARIO LAGO,SALA DE DANCA / GINASTICA,1
MARIO LAGO,LABORATORIO DE INFORMATICA    ,1
MARIO LAGO,QUADRA COBERTA                ,1
MARLI FERRAZ TORRES BONFIM,SALA RECURSOS MULTIFUNCIONAIS,1
MARLI FERRAZ TORRES BONFIM,SALA RECUPERACAO/APOIO PEDAG. ,1
MARLI FERRAZ TORRES BONFIM,QUADRA COBERTA                ,1
MARLI FERRAZ TORRES BONFIM,SALA PARA TV/VIDEO,1
MARLI FERRAZ TORRES BONFIM,SALA DE LEITURA               ,1
MARTIN FRANCISCO RIBEIRO DE ANDRADA,SALA DE LEITURA               ,1
MARTIN FRANCISCO RIBEIRO DE ANDRADA,LABORATORIO DE INFORMATICA    ,1
MARTIN FRANCISCO RIBEIRO DE ANDRADA,PATIO COBERTO                 ,1
MARTIN FRANCISCO RIBEIRO DE ANDRADA,PATIO DESCOBERTO              ,1
MARTIN FRANCISCO RIBEIRO DE ANDRADA,QUADRA COBERTA                ,1
MARTIN FRANCISCO RIBEIRO DE ANDRADA,SALA DE ESTUDO/PESQUISAS,1
MARTIN FRANCISCO RIBEIRO DE ANDRADA,SALA RECUPERACAO/APOIO PEDAG. ,1
MARTIN FRANCISCO RIBEIRO DE ANDRADA,SALA RECURSOS MULTIFUNCIONAIS,1
MARTIN LUTHER KING JR,SALA DE LEITURA               ,1
MARTIN LUTHER KING JR,SALA RECURSOS MULTIFUNCIONAIS,1
MAURICIO GOULART,LABORATORIO DE INFORMATICA    ,1
MAURICIO GOULART,SALA DE LEITURA               ,1
MAURICIO GOULART,SALA RECURSOS MULTIFUNCIONAIS,1
MAURICIO SIMAO,LABORATORIO DE INFORMATICA    ,1
MAURICIO SIMAO,SALA DE LEITURA               ,1
MAURICIO SIMAO,SALA RECURSOS MULTIFUNCIONAIS,1
MAURICIO SIMAO,SALA RECUPERACAO/APOIO PEDAG. ,1
MAURO FACCIO GONCALVES - ZACARIA,PATIO COBERTO                 ,1
MAURO FACCIO GONCALVES - ZACARIA,SALA RECURSOS MULTIFUNCIONAIS,1
MENINO DE LATA,SALA DE ED. INFANTIL PROPRIA ,1
MENINO DEUS,BERCARIO,1
MENINO DEUS,SALA DE AULA PROPRIA         ,1
MENINOS DE OURO,SALA DE ED. INFANTIL PROPRIA ,1
MENINOS E MENINAS DO ABC AURORA,SALA DE RECREACAO             ,1
MENSAGEM DE PAZ,BRINQUEDOTECA,1
MENSAGEM DE PAZ - FRANCESCO FORGIONE,SALA DE ED. INFANTIL PROPRIA ,1
MEU CANTINHO,SALA DE ED. INFANTIL PROPRIA ,1
MILTON PEREIRA COSTA,SALA DE LEITURA               ,1
MILTON PEREIRA COSTA,SALA DE DANCA / GINASTICA,1
MILTON PEREIRA COSTA,SALA DE AULA ADAPTADA        ,1
MODESTO SCAGLIUSI,LABORATORIO DE INFORMATICA    ,1
MODESTO SCAGLIUSI,QUADRA COBERTA                ,1
MODESTO SCAGLIUSI,PATIO COBERTO                 ,1
MODESTO SCAGLIUSI,SALA DE LEITURA               ,1
MOMENTOS FELIZES,BERCARIO,1
MONTE AZUL,SALA DE RECREACAO             ,1
MONTEIRO LOBATO,SALA DE LEITURA               ,1
MOVA - ASS COMUNITARIA SANTA LUZIA UNID II MP,SALA DE AULA ADAPTADA        ,1
MUNDO DA ALEGRIA III,BERCARIO,1
MUNDO DOS SONHOS,SALA DE ED. INFANTIL PROPRIA ,1
MUNDO ENCANTADO II,BERCARIO,1
MUNDO ENCANTADO III,SALA DE ED. ESPECIAL PROPRIA ,1
MUNDO ENCANTADO III,BERCARIO,1
NAIR SALGADO,SALA DE AULA PROPRIA         ,1
NANY APPLE,BERCARIO,1
NANY APPLE KIDS,SALA DE ED. INFANTIL PROPRIA ,1
NAZARETH VIDA NOVA,SALA DE RECREACAO             ,1
NEI CAETANO DE ANDRADE,BERCARIO,1
NERIVALDO LEAL,SALA DE ED. INFANTIL PROPRIA ,1
NEUZA AVELINO DA SILVA MELO,SALA DE DANCA / GINASTICA,1
NEUZA AVELINO DA SILVA MELO,SALA DE LEITURA               ,1
NEUZA AVELINO DA SILVA MELO,SALA DE EDUCACAO ARTISTICA    ,1
NEUZA AVELINO DA SILVA MELO,ESTUDIO,1
NEUZA AVELINO DA SILVA MELO,SALA DE ED. ESPECIAL ADAPTADA,1
NEUZA AVELINO DA SILVA MELO,LABORATORIO DE INFORMATICA    ,1
NEUZA AVELINO DA SILVA MELO,PATIO DESCOBERTO              ,1
NOITE ENCANTADA III,SALA DE ED. INFANTIL PROPRIA ,1
NOITE ENCANTADA VII,BERCARIO,1
NOSSA SENHORA APARECIDA,SALA DE RECREACAO             ,1
NOSSA SENHORA APARECIDA II,SALA DE RECREACAO             ,1
NOSSA SENHORA AUXILIADORA,SALA DE RECREACAO             ,1
NOSSA SENHORA DA ANUNCIACAO,BERCARIO,1
NOSSA SENHORA DAS DORES II,BERCARIO,1
NOSSA SENHORA DAS GRACAS - INSTITUTO CIO DA TERRA,BERCARIO,1
NOSSA SENHORA DE FATIMA,SALA DE RECREACAO             ,1
NOSSA SENHORA DE LOURDES,BERCARIO,1
NOSSA SENHORA DO DIVINO PRANTO,SALA DE RECREACAO             ,1
NOSSA SENHORA DO O,SALA DE RECREACAO             ,1
NOSSA SENHORA DOS REMEDIOS,SALA DE RECREACAO             ,1
NOSSA SENHORA MAGLAC,BERCARIO,1
NOSSAS CRIANCAS,BERCARIO,1
NOSSAS CRIANCAS,SALA DE ED. INFANTIL PROPRIA ,1
NOVA ALIANCA II,BERCARIO,1
NOVA AURORA,SALA DE ED. INFANTIL PROPRIA ,1
NOVO FLORESCER,SALA DE ED. INFANTIL PROPRIA ,1
NOVO HORIZONTE,BERCARIO,1
NOVO LAR BETANIA,SALA DE RECREACAO             ,1
NSE CENTRO SOCIAL CORACAO DE MARIA,SALA DE RECREACAO             ,1
NUCLEO LAR SIRIO,SALA DE RECREACAO             ,1
NUCLEO PARQUE RESIDENCIAL COCAIA,BERCARIO,1
OBRAS SOCIAIS SAO FRANCISCO XAVIER - MOVA,SALA DE AULA ADAPTADA        ,1
OCTAVIO MANGABEIRA,QUADRA DESCOBERTA             ,1
OCTAVIO MANGABEIRA,SALA RECURSOS MULTIFUNCIONAIS,1
OCTAVIO MANGABEIRA,LABORATORIO DE INFORMATICA    ,1
OCTAVIO MANGABEIRA,SALA DE EDUCACAO FISICA       ,1
OCTAVIO MANGABEIRA,SALA DE LEITURA               ,1
OCTAVIO PEREIRA LOPES,SALA RECUPERACAO/APOIO PEDAG. ,1
OCTAVIO PEREIRA LOPES,PATIO DESCOBERTO              ,1
OCTAVIO PEREIRA LOPES,PATIO COBERTO                 ,1
OCTAVIO PEREIRA LOPES,SALA DE LEITURA               ,1
OCTAVIO PEREIRA LOPES,LABORATORIO DE INFORMATICA    ,1
OCTAVIO PEREIRA LOPES,SALA RECURSOS MULTIFUNCIONAIS,1
ODILIA ALVES ALMEIDA SANTOS,BERCARIO,1
ODUVALDO VIANA FILHO,SALA DE ED. INFANTIL PROPRIA ,1
OLAVO BILAC,SALA DE AULA ADAPTADA        ,1
OLAVO FONTOURA,QUADRA COBERTA                ,1
OLAVO FONTOURA,SALA DE LEITURA               ,1
OLAVO FONTOURA,ESTUDIO,1
OLAVO FONTOURA,SALA DE ESTUDO/PESQUISAS,1
OLAVO FONTOURA,LABORATORIO DE INFORMATICA    ,1
OLEGARIO MARIANO,SALA RECUPERACAO/APOIO PEDAG. ,1
OLEGARIO MARIANO,SALA DE LEITURA               ,1
OLEGARIO MARIANO,QUADRA COBERTA                ,1
OLEGARIO MARIANO,LABORATORIO DE INFORMATICA    ,1
OLGA BENARIO PRESTES,SALA RECURSOS MULTIFUNCIONAIS,1
OLHAR DE CRIANCA,BERCARIO,1
OLIVA IRENE BAYERLEIN SILVA,SALA DE LEITURA               ,1
OLIVAL COSTA,SALA DE EDUCACAO FISICA       ,1
OLIVAL COSTA,SALA DE LEITURA               ,1
OLIVAL COSTA,PALCO                         ,1
OLIVAL COSTA,LABORATORIO DE INFORMATICA    ,1
OLIVAL COSTA,QUADRA COBERTA                ,1
OLIVAL COSTA,SALA RECURSOS MULTIFUNCIONAIS,1
OLIVEIRA VIANA,SALA RECURSOS MULTIFUNCIONAIS,1
OLIVEIRA VIANA,SALA RECUPERACAO/APOIO PEDAG. ,1
OLIVEIRA VIANA,SALA DE LEITURA               ,1
OLIVEIRA VIANA,LABORATORIO DE INFORMATICA    ,1
OSVALDO QUIRINO SIMOES,QUADRA COBERTA                ,1
OSVALDO QUIRINO SIMOES,LABORATORIO DE INFORMATICA    ,1
OSVALDO QUIRINO SIMOES,SALA RECURSOS MULTIFUNCIONAIS,1
OSVALDO QUIRINO SIMOES,SALA RECUPERACAO/APOIO PEDAG. ,1
OSVALDO QUIRINO SIMOES,SALA DE LEITURA               ,1
OSWALDO ARANHA BANDEIRA DE MELLO,QUADRA COBERTA                ,1
OTONIEL MOTA,SALA DE LEITURA               ,1
OTONIEL MOTA,LABORATORIO DE INFORMATICA    ,1
OTONIEL MOTA,SALA RECUPERACAO/APOIO PEDAG. ,1
PADRE GIUSEPPE PEGORARO,SALA DE RECREACAO             ,1
PADRE JOSE,SALA DE RECREACAO             ,1
PADRE TICAO,SALA DE RECREACAO             ,1
PAIS E FILHOS,SALA DE ED. INFANTIL PROPRIA ,1
PALMIRA DOS SANTOS ABRANTE,BERCARIO,1
