school,ambient,total_ambients
CELSO LEITE RIBEIRO FILHO,SALA RECURSOS MULTIFUNCIONAIS,1
CELSO LEITE RIBEIRO FILHO,BRINQUEDOTECA,1
CELSO LEITE RIBEIRO FILHO,LABORATORIO DE INFORMATICA    ,1
CELSO LEITE RIBEIRO FILHO,SALA DE LEITURA               ,1
CELSO LEITE RIBEIRO FILHO,SALA RECUPERACAO/APOIO PEDAG. ,1
CENTRO COM JD AUTODROMO UNID VII - CS,SALA DE AULA ADAPTADA        ,1
CENTRO COM NOSSA SENHORA APARECIDA UNID FO V,SALA DE AULA PROPRIA         ,1
CENTRO COMUN JD AUTODROMO UNID I SA,SALA DE AULA ADAPTADA        ,1
CENTRO COMUNITARIO JARDIM AUTODROMO,SALA DE AULA ADAPTADA        ,1
CENTRO COMUNITARIO RAPOSO TAVARES,SALA DE AULA ADAPTADA        ,1
CENTRO DE ASSISTENCIA SOCIAL DE VILA DIONISIA,SALA DE AULA ADAPTADA        ,1
CENTRO DE ASSISTENCIA SOCIAL DE VILA DIONISIA II,SALA DE AULA ADAPTADA        ,1
CENTRO DE EDUC DA ZONA LESTE UNID VIII MP,SALA DE AULA ADAPTADA        ,1
CENTRO DE EDUCACAO DA ZONA LESTE,SALA DE AULA ADAPTADA        ,1
CENTRO DE EDUCACAO DA ZONA LESTE UNID IV PE,SALA DE AULA PROPRIA         ,1
CENTRO DE EDUCACAO DA ZONA LESTE UNID V,SALA DE AULA ADAPTADA        ,1
CENTRO DE EDUCACAO DA ZONA LESTE XII,SALA DE AULA ADAPTADA        ,1
CENTRO INT ED JOVENS E ADULTOS - CAMPO LIMPO,SALA RECUPERACAO/APOIO PEDAG. ,1
CENTRO INT ED JOVENS E ADULTOS - ERMELINO MATARAZZO,SALA RECURSOS MULTIFUNCIONAIS,1
CENTRO INT ED JOVENS E ADULTOS - ITAQUERA,LABORATORIO DE INFORMATICA    ,1
CENTRO INT ED JOVENS E ADULTOS - ITAQUERA,SALA RECURSOS MULTIFUNCIONAIS,1
CENTRO INT ED JOVENS E ADULTOS - SANTANA/TUCURUVI,LABORATORIO DE INFORMATICA    ,1
CENTRO INT ED JOVENS E ADULTOS - SANTANA/TUCURUVI,SALA RECURSOS MULTIFUNCIONAIS,1
CENTRO SOCIL ESPERANCA,SALA DE RECREACAO             ,1
CES SAO FRANCISCO DE ASSIS,SALA DE RECREACAO             ,1
CHACARA BELA VISTA II,SALA DE AULA PROPRIA         ,1
CHACARA SONHO AZUL,LABORATORIO DE INFORMATICA    ,1
CHACARA SONHO AZUL,PATIO COBERTO                 ,1
CHACARA SONHO AZUL,SALA DE LEITURA               ,1
CIDADE DE OSAKA,SALA DE LEITURA               ,1
CIDADE DE OSAKA,SALA RECUPERACAO/APOIO PEDAG. ,1
CIDADE DE OSAKA,SALA PARA TV/VIDEO,1
CIDADE DE OSAKA,LABORATORIO DE INFORMATICA    ,1
CIDADE DUTRA,LABORATORIO DE INFORMATICA    ,1
CIDADE DUTRA,LABORATORIO DE CIENCIAS,1
CIDADE DUTRA,SALA RECURSOS MULTIFUNCIONAIS,1
CIDADE DUTRA,SALA DE LEITURA               ,1
CIDADE DUTRA,SALA DE ESTUDO/PESQUISAS,1
CIDADE DUTRA,SALA DE EDUCACAO FISICA       ,1
CIDADE NOVA DO PARQUE NOVO MUNDO,BERCARIO,1
CIPS - CENTRO INTEGRADO DE PROMOCAO SOCIAL,SALA DE AULA ADAPTADA        ,1
CITY JARAGUA IV,LABORATORIO DE INFORMATICA    ,1
CITY JARAGUA IV,SALA DE AULA ADAPTADA        ,1
CITY JARAGUA IV,QUADRA COBERTA                ,1
CITY JARAGUA IV,PATIO COBERTO                 ,1
CITY JARAGUA IV,SALA DE LEITURA               ,1
CLAUDIO MANOEL DA COSTA,LABORATORIO DE INFORMATICA    ,1
CLAUDIO MANOEL DA COSTA,QUADRA COBERTA                ,1
CLAUDIO MANOEL DA COSTA,SALA DE ESTUDO/PESQUISAS,1
CLAUDIO MANOEL DA COSTA,SALA RECURSOS MULTIFUNCIONAIS,1
CLAUDIO MANOEL DA COSTA,SALA DE LEITURA               ,1
CLEOMENES CAMPOS,SALA RECURSOS MULTIFUNCIONAIS,1
CLEOMENES CAMPOS,SALA DE LEITURA               ,1
CLEOMENES CAMPOS,QUADRA COBERTA                ,1
CLOVIS BEVILACQUA,SALA DE ED. INFANTIL ADAPTADA,1
CLOVIS CAITANO MIQUELAZZO - IPIRANGA,SALA DE COMPUTACAO            ,1
CLOVIS CAITANO MIQUELAZZO - IPIRANGA,SALA RECURSOS MULTIFUNCIONAIS,1
CLUBE DAS LETRINHAS,BERCARIO,1
CLUBE DE MAES JD VISTA ALEGRE UNID III FO,SALA DE AULA ADAPTADA        ,1
CLUBE DE MAES MARIA DAS DORES UNID II FO,SALA DE AULA ADAPTADA        ,1
CLUBE DE MAES RAIOS DE LUAR UNID III IQ,SALA DE AULA ADAPTADA        ,1
CLUBE DOS LEOEZINHOS,SALA DE ED. INFANTIL ADAPTADA,1
COELHO NETO,QUADRA DESCOBERTA             ,1
COELHO NETO,SALA RECURSOS MULTIFUNCIONAIS,1
COELHO NETO,SALA RECUPERACAO/APOIO PEDAG. ,1
COELHO NETO,SALA DE RECREACAO             ,1
COELHO NETO,SALA DE LEITURA               ,1
COELHO NETO,QUADRA COBERTA                ,1
COELHO NETO,LABORATORIO DE INFORMATICA    ,1
COHAB RAPOSO TAVARES,BERCARIO,1
COHAB SONDA II ROSE VALEZIN,BERCARIO,1
COLMEIA,SALA DE RECREACAO             ,1
CONJ. HABITACIONAL TEXIMA,BERCARIO,1
CONOSCO,SALA DE RECREACAO             ,1
CONS COM. DE EDUC DO DISTRITO DE CURUCA E GRANDE LESTE,SALA DE AULA ADAPTADA        ,1
CONSELHO COM ED DISTRITO CURUCA E GDE LESTE UNID I IT,SALA DE AULA ADAPTADA        ,1
CONSELHO COMUNITARIO DA VILA SOLANGE - UNIDADE IG,SALA DE AULA ADAPTADA        ,1
CONSELHO COMUNITARIO DA VILA SOLANGE UNID I G,SALA DE AULA ADAPTADA        ,1
CONSELHO COMUNITARIO DA VILA SOLANGE UNID IV G,SALA DE AULA ADAPTADA        ,1
CONSELHO COMUNITARIO DA VILA SOLANGE UNID V G,SALA DE AULA ADAPTADA        ,1
CONSTELACAO DO INDIO,QUADRA COBERTA                ,1
CONSTELACAO DO INDIO,SALA DE ESTUDO/PESQUISAS,1
CONSTELACAO DO INDIO,SALA DE LEITURA               ,1
CONSTELACAO DO INDIO,LABORATORIO DE INFORMATICA    ,1
CONSTELACAO DO INDIO,PATIO COBERTO                 ,1
CONSTRUINDO O AMANHA,SALA DE ED. INFANTIL PROPRIA ,1
CONSTRUINDO O FUTURO,SALA DE RECREACAO             ,1
CONSTRUIR O AMANHA,SALA DE RECREACAO             ,1
COR,SALA DE RECREACAO             ,1
CORA CORALINA,SALA DE AULA PROPRIA         ,1
CORACAO DE JESUS,BERCARIO,1
CORACAO DO SOL,BERCARIO,1
CORUJINHA II,SALA DE ED. INFANTIL PROPRIA ,1
CORUJINHA III,SALA DE ED. INFANTIL PROPRIA ,1
CORUJINHA IV,SALA DE ED. INFANTIL PROPRIA ,1
CPDDH FREI TITO DE ALENCAR LIMA UNID IV SA,SALA DE AULA ADAPTADA        ,1
CPDDH FREI TITO DE ALENCAR LIMA UNID V SA,SALA DE AULA ADAPTADA        ,1
CRE-SER,SALA DE RECREACAO             ,1
CRESCENDO COM ATITUDE II,SALA DE ED. INFANTIL PROPRIA ,1
CRIA,BERCARIO,1
CRIANCA CRESCENDO CIDADA,SALA DE RECREACAO             ,1
CRISTOVAO II,SALA DE ED. INFANTIL PROPRIA ,1
DAMA ENTRE RIOS VERDES,QUADRA COBERTA                ,1
DAMA ENTRE RIOS VERDES,PATIO COBERTO                 ,1
DAMA ENTRE RIOS VERDES,SALA RECURSOS MULTIFUNCIONAIS,1
DAMA ENTRE RIOS VERDES,SALA RECUPERACAO/APOIO PEDAG. ,1
DANDINHA II,BERCARIO,1
DANIEL COMBONI I,BERCARIO,1
DANIEL COMBONI I,SALA DE RECREACAO             ,1
DANIEL COMBONI V,SALA DE RECREACAO             ,1
DANYLO JOSE FERNANDES,SALA RECURSOS MULTIFUNCIONAIS,1
DANYLO JOSE FERNANDES,SALA RECUPERACAO/APOIO PEDAG. ,1
DANYLO JOSE FERNANDES,SALA DE LEITURA               ,1
DANYLO JOSE FERNANDES,PATIO COBERTO                 ,1
DANYLO JOSE FERNANDES,LABORATORIO DE INFORMATICA    ,1
DARCY RIBEIRO,SALA RECUPERACAO/APOIO PEDAG. ,1
DARCY RIBEIRO,LABORATORIO DE INFORMATICA    ,1
DARCY RIBEIRO,PATIO COBERTO                 ,1
DARCY RIBEIRO,SALA DE LEITURA               ,1
DESCOBRINDO TALENTOS,SALA DE ED. INFANTIL ADAPTADA,1
DEZOITO DO FORTE,LABORATORIO DE INFORMATICA    ,1
DEZOITO DO FORTE,SALA RECUPERACAO/APOIO PEDAG. ,1
DEZOITO DO FORTE,SALA DE LEITURA               ,1
DIAS GOMES,QUADRA DESCOBERTA             ,1
DIAS GOMES,SALA DE LEITURA               ,1
DIAS GOMES,LABORATORIO DE INFORMATICA    ,1
DIAS GOMES,SALA RECUPERACAO/APOIO PEDAG. ,1
DILERMANDO DIAS DOS SANTOS,LABORATORIO DE INFORMATICA    ,1
DILERMANDO DIAS DOS SANTOS,SALA RECUPERACAO/APOIO PEDAG. ,1
DILERMANDO DIAS DOS SANTOS,SALA DE LEITURA               ,1
DILERMANDO DIAS DOS SANTOS,QUADRA DESCOBERTA             ,1
DIVINEIA,SALA DE ED. INFANTIL ADAPTADA,1
DOCE ENCANTO,SALA DE AULA PROPRIA         ,1
DOCE INFANCIA III,SALA DE AULA PROPRIA         ,1
DOM BOSCO,SALA DE RECREACAO             ,1
DOMINGUINHOS,BERCARIO,1
DONATO SUSUMU KIMURA,SALA DE LEITURA               ,1
DONATO SUSUMU KIMURA,LABORATORIO DE INFORMATICA    ,1
DULCE HAUCK,LABORATORIO DE INFORMATICA    ,1
DULCE HAUCK,SALA DE LEITURA               ,1
EBENEZER,SALA DE AULA PROPRIA         ,1
EDGARD CARONE,PATIO COBERTO                 ,1
EDGARD CARONE,LABORATORIO DE INFORMATICA    ,1
EDGARD CARONE,SALA DE LEITURA               ,1
EDGARD CARONE,QUADRA DESCOBERTA             ,1
EDGARD CAVALHEIRO,SALA DE LEITURA               ,1
EDGARD CAVALHEIRO,LABORATORIO DE INFORMATICA    ,1
EDNA ROSELY ALVES,SALA DE AULA PROPRIA         ,1
EDSON RODRIGUES,SALA DE RECREACAO             ,1
EDSON RODRIGUES,LABORATORIO DE INFORMATICA    ,1
EDSON RODRIGUES,PATIO COBERTO                 ,1
EDUARDO PRADO,LABORATORIO DE INFORMATICA    ,1
EDUARDO PRADO,PISO CIMENTADO                ,1
EDUARDO PRADO,SALA DE LEITURA               ,1
EDUARDO PRADO,SALA RECUPERACAO/APOIO PEDAG. ,1
EFRAIM,SALA DE ED. INFANTIL ADAPTADA,1
ELIAS SHAMMASS,LABORATORIO DE INFORMATICA    ,1
ELIAS SHAMMASS,SALA RECUPERACAO/APOIO PEDAG. ,1
ELIAS SHAMMASS,SALA DE LEITURA               ,1
ELISA KAUFFMANN ABRAMOVICH,LABORATORIO DE INFORMATICA    ,1
ELIZA BOTELHO BYINGTON,BERCARIO,1
EMANUEL,SALA DE ED. INFANTIL PROPRIA ,1
EMILIO RIBAS,QUADRA DESCOBERTA             ,1
ENCANTADO II,SALA DE ED. INFANTIL PROPRIA ,1
ENCARNACAO GIMENEZ MARTINEZ LUCAS,SALA DE ED. INFANTIL PROPRIA ,1
ENEAS CARVALHO DE AGUIAR,LABORATORIO DE INFORMATICA    ,1
ENEAS CARVALHO DE AGUIAR,SALA RECURSOS MULTIFUNCIONAIS,1
ENEAS CARVALHO DE AGUIAR,PATIO COBERTO                 ,1
ENEAS CARVALHO DE AGUIAR,SALA DE LEITURA               ,1
ENSINANDO E APRENDENDO / JARDIM SAO CARLOS,SALA DE RECREACAO             ,1
ENTIDADE DE PROMOCAO E ASS SOCIAL ESPACO ABERTO,SALA DE AULA ADAPTADA        ,1
ENTIDADE DE PROMOCAO E ASS SOCIAL ESPACO ABERTO,SALA DE AULA PROPRIA         ,1
ENTIDADE DE PROMOCAO E ASS SOCIAL ESPACO ABERTO UN GAROUPAS,SALA DE AULA ADAPTADA        ,1
EPITACIO PESSOA,LABORATORIO DE INFORMATICA    ,1
ERICO VERISSIMO,SALA RECURSOS MULTIFUNCIONAIS,1
ERICO VERISSIMO,SALA RECUPERACAO/APOIO PEDAG. ,1
ERICO VERISSIMO,SALA DE LEITURA               ,1
ERICO VERISSIMO,QUADRA COBERTA                ,1
ERICO VERISSIMO,PATIO COBERTO                 ,1
ERINICE SIQUEIRA TRUBER,BERCARIO,1
ERNANI SILVA BRUNO,SALA DE LEITURA               ,1
ERNANI SILVA BRUNO,LABORATORIO DE INFORMATICA    ,1
ESPACO DA COMUNIDADE I,BRINQUEDOTECA,1
ESPACO DE BITITA,SALA RECUPERACAO/APOIO PEDAG. ,1
ESPACO DE BITITA,SALA DE LEITURA               ,1
ESPACO DE BITITA,LABORATORIO DE INFORMATICA    ,1
ESPACO FORM ASSES E DOCUMENTACAO UNID VII CS,SALA DE AULA ADAPTADA        ,1
ESPACO FORM ASSES E DOCUMENTACAO UNID XXXVI CS,SALA DE AULA ADAPTADA        ,1
ESPACO KAIROS JD. SANTA CRUZ,BERCARIO,1
ESPACO KAIROS X,SALA DE ED. INFANTIL PROPRIA ,1
ESPADINHA DE OURO,BERCARIO,1
ESPERANCA,SALA DE RECREACAO             ,1
ESTACAO ADOLESCER,SALA DE RECREACAO             ,1
ESTACAO JARAGUA,SALA RECURSOS MULTIFUNCIONAIS,1
ESTACAO JARAGUA,SALA RECUPERACAO/APOIO PEDAG. ,1
ESTRELA AZUL,SALA PARA TV/VIDEO,1
ESTRELA DO AMANHA,SALA DE ED. INFANTIL ADAPTADA,1
ESTRELINHAS ALEGRES,SALA DE ED. INFANTIL PROPRIA ,1
ESTRELINHAS DO FUTURO,SALA DE AULA PROPRIA         ,1
ESTRELINHAS DO FUTURO III,SALA DE ED. INFANTIL PROPRIA ,1
ESTRELINHAS DO JARDIM JAQUELINE,SALA DE ED. INFANTIL PROPRIA ,1
EUCLIDES DA CUNHA,SALA RECURSOS MULTIFUNCIONAIS,1
EUCLIDES DA CUNHA,SALA RECUPERACAO/APOIO PEDAG. ,1
EUGENIO FRANCISCO DE SANTANA,SALA DE AULA PROPRIA         ,1
EUGENIO FRANCISCO DE SANTANA,SALA DE ED. INFANTIL PROPRIA ,1
EUZEBIO ROCHA FILHO,PATIO COBERTO                 ,1
EUZEBIO ROCHA FILHO,SALA DE LEITURA               ,1
EZEQUIEL RAMOS JUNIOR,SALA RECUPERACAO/APOIO PEDAG. ,1
EZEQUIEL RAMOS JUNIOR,SALA DE LEITURA               ,1
EZEQUIEL RAMOS JUNIOR,LABORATORIO DE INFORMATICA    ,1
FAGUNDES VARELLA,PALCO                         ,1
FAGUNDES VARELLA,LABORATORIO DE INFORMATICA    ,1
FAGUNDES VARELLA,SALA DE PROJECAO/VIDEO        ,1
FAGUNDES VARELLA,SALA DE LEITURA               ,1
FAGUNDES VARELLA,QUADRA COBERTA                ,1
FAGUNDES VARELLA,BRINQUEDOTECA,1
FAGUNDES VARELLA,SALA RECURSOS MULTIFUNCIONAIS,1
FAZ DE CONTA,BERCARIO,1
FAZENDA DA JUTA,SALA RECUPERACAO/APOIO PEDAG. ,1
FAZENDA DA JUTA,SALA DE LEITURA               ,1
FAZENDA DO CARMO,BERCARIO,1
FE E ALEGRIA JARDIM SHANGRI-LA,SALA DE RECREACAO             ,1
FEITICO DA VILA,LABORATORIO DE INFORMATICA    ,1
FEITICO DA VILA,SALA RECURSOS MULTIFUNCIONAIS,1
FEITICO DA VILA,SALA DE EDUCACAO FISICA       ,1
FEITICO DA VILA,QUADRA COBERTA                ,1
FEITICO DA VILA,PISCINA                       ,1
FEITICO DA VILA,PATIO DESCOBERTO              ,1
FEITICO DA VILA,LABORATORIO DE CIENCIAS,1
FERNANDO GRACIOSO,LABORATORIO DE INFORMATICA    ,1
FERNANDO GRACIOSO,QUADRA DESCOBERTA             ,1
FERNANDO GRACIOSO,SALA DE LEITURA               ,1
FERNANDO GRACIOSO,PATIO COBERTO                 ,1
FILHOS DA TERRA,SALA DE RECREACAO             ,1
FILHOS DE DAVI,SALA DE ED. INFANTIL PROPRIA ,1
FILHOS DO REI,SALA DE ED. INFANTIL PROPRIA ,1
FIRMINO TIBURCIO DA COSTA,QUADRA COBERTA                ,1
FIRMINO TIBURCIO DA COSTA,SALA RECURSOS MULTIFUNCIONAIS,1
FIRMINO TIBURCIO DA COSTA,SALA RECUPERACAO/APOIO PEDAG. ,1
FIRMINO TIBURCIO DA COSTA,SALA DE LEITURA               ,1
FIRMINO TIBURCIO DA COSTA,QUADRA DESCOBERTA             ,1
FIRMINO TIBURCIO DA COSTA,LABORATORIO DE INFORMATICA    ,1
FIRMINO TIBURCIO DA COSTA,PATIO COBERTO                 ,1
FLAVIO IMPERIO,SALA DE ED. INFANTIL ADAPTADA,1
FLORINDA ROBERTO QUEIROZ DE CASTRO,LABORATORIO DE INFORMATICA    ,1
FRANCISCO ALVES MENDES FILHO - CHICO MENDES,PATIO COBERTO                 ,1
FRANCISCO ALVES MENDES FILHO - CHICO MENDES,SALA RECURSOS MULTIFUNCIONAIS,1
FRANCISCO ALVES MENDES FILHO - CHICO MENDES,QUADRA DESCOBERTA             ,1
FRANCISCO ALVES MENDES FILHO - CHICO MENDES,LABORATORIO DE INFORMATICA    ,1
FRANCISCO BATISTA VER,SALA DE ED. INFANTIL ADAPTADA,1
FRANCISCO REBOLO,LABORATORIO DE INFORMATICA    ,1
FRANCISCO REBOLO,PATIO COBERTO                 ,1
FRANCISCO REBOLO,QUADRA COBERTA                ,1
FRANCISCO REBOLO,SALA RECURSOS MULTIFUNCIONAIS,1
FRANCISCO REBOLO,SALA DE LEITURA               ,1
FRANCISCO REBOLO,QUADRA DESCOBERTA             ,1
FRANCISCO REBOLO,SALA RECUPERACAO/APOIO PEDAG. ,1
FUTURO BRILHANTE,SALA DE AULA PROPRIA         ,1
FUTURO BRILHANTE V,BERCARIO,1
GAMALIEL,BERCARIO,1
GAOS,SALA DE RECREACAO             ,1
GARRA FEMININA II,BERCARIO,1
GEORGINA DO CARMO MOREIRA,SALA DE RECREACAO             ,1
GERACAO DE SAMUEL,SALA DE RECREACAO             ,1
GERALDO SESSO JUNIOR,QUADRA DESCOBERTA             ,1
GERALDO SESSO JUNIOR,LABORATORIO DE INFORMATICA    ,1
GERALDO SESSO JUNIOR,QUADRA COBERTA                ,1
GERALDO SESSO JUNIOR,SALA DE LEITURA               ,1
GERALDO SESSO JUNIOR,SALA RECURSOS MULTIFUNCIONAIS,1
GIANFRANCESCO GUARNIERI,SALA RECUPERACAO/APOIO PEDAG. ,1
GIGI TOMAZELLI WIAZOWSKI,SALA DE AULA PROPRIA         ,1
GLOBO DO SOL,LABORATORIO DE INFORMATICA    ,1
GOTA DE ESPERANCA II,BERCARIO,1
GOTA DE ESPERANCA IV,BERCARIO,1
GOTA DE ESPERANCA V,BERCARIO,1
GOTA DE ESPERANCA VI,BERCARIO,1
GOTAS DE FLOR COM AMOR,SALA DE RECREACAO             ,1
GOTINHAS DO SABER,BIBLIOTECA,1
GROSSARL CAMPO GRANDE,SALA DE RECREACAO             ,1
GRUPO ORG EM DEFESA DA EDUC E CULTURA,SALA DE AULA ADAPTADA        ,1
GRUPO ORG EM DEFESA DA EDUC E CULTURA UNID VI MP,SALA DE AULA ADAPTADA        ,1
GUARAPIRANGA - FLORINDA LOTAIF SCHAHIN,PATIO COBERTO                 ,1
GUARAPIRANGA - FLORINDA LOTAIF SCHAHIN,SALA DE EDUCACAO FISICA       ,1
GUARAPIRANGA - FLORINDA LOTAIF SCHAHIN,QUADRA COBERTA                ,1
GUARAPIRANGA - FLORINDA LOTAIF SCHAHIN,PISCINA                       ,1
GUARAPIRANGA - FLORINDA LOTAIF SCHAHIN,PATIO DESCOBERTO              ,1
GUARAPIRANGA - FLORINDA LOTAIF SCHAHIN,FOYER / EXPOSICOES,1
GUILHERME DE ALMEIDA,SALA DE PROJECAO/VIDEO        ,1
GUILHERME DE ALMEIDA,SALA RECUPERACAO/APOIO PEDAG. ,1
GUILHERME DE ALMEIDA,LABORATORIO DE INFORMATICA    ,1
GUILHERME DE ALMEIDA,SALA DE AULA ADAPTADA        ,1
GUILHERME DE ALMEIDA,QUADRA COBERTA                ,1
GUILHERME DE ALMEIDA,SALA DE LEITURA               ,1
GUIMARAES ROSA,PISO CIMENTADO                ,1
GUIMARAES ROSA,LABORATORIO DE INFORMATICA    ,1
GUIMARAES ROSA,SALA RECURSOS MULTIFUNCIONAIS,1
GUIOMAR CABRAL,SALA RECURSOS MULTIFUNCIONAIS,1
GUIOMAR CABRAL,SALA RECUPERACAO/APOIO PEDAG. ,1
GUIOMAR CABRAL,LABORATORIO DE INFORMATICA    ,1
GUIOMAR CABRAL,LABORATORIO DE CIENCIAS,1
GUSTAVINHO,SALA DE ED. INFANTIL PROPRIA ,1
GUSTAVO DE SOUZA DORIGHELLO,BERCARIO,1
HEITOR DE ANDRADE,PATIO COBERTO                 ,1
HEITOR DE ANDRADE,SALA DE PROJECAO/VIDEO        ,1
HEITOR DE ANDRADE,QUADRA COBERTA                ,1
HEITOR DE ANDRADE,PATIO DESCOBERTO              ,1
HELENA PEREIRA DE MORAES,BERCARIO,1
HENRIQUE FELIPE DA COSTA - HENRICAO,QUADRA DESCOBERTA             ,1
HENRIQUE FELIPE DA COSTA - HENRICAO,QUADRA COBERTA                ,1
HENRIQUE FELIPE DA COSTA - HENRICAO,SALA DE LEITURA               ,1
HENRIQUE FELIPE DA COSTA - HENRICAO,LABORATORIO DE INFORMATICA    ,1
HENRIQUE FELIPE DA COSTA - HENRICAO,SALA RECUPERACAO/APOIO PEDAG. ,1
HENRIQUE FELIPE DA COSTA - HENRICAO,SALA MULTIUSO MUSICA DANCA ART,1
HENRIQUE SOUZA FILHO - HENFIL,QUADRA COBERTA                ,1
HENRIQUE SOUZA FILHO - HENFIL,PATIO COBERTO                 ,1
HENRIQUE SOUZA FILHO - HENFIL,LABORATORIO DE INFORMATICA    ,1
HENRIQUE SOUZA FILHO - HENFIL,SALA DE LEITURA               ,1
HENRIQUE SOUZA FILHO - HENFIL,SALA DE AULA ADAPTADA        ,1
HERALDO BARBUY,LABORATORIO DE CIENCIAS,1
HERALDO BARBUY,QUADRA COBERTA                ,1
HERALDO BARBUY,SALA RECURSOS MULTIFUNCIONAIS,1
HERALDO BARBUY,SALA DE LEITURA               ,1
HERBERT DE SOUZA - BETINHO,LABORATORIO DE INFORMATICA    ,1
HERBERT DE SOUZA - BETINHO,SALA RECURSOS MULTIFUNCIONAIS,1
HERBERT DE SOUZA - BETINHO,SALA RECUPERACAO/APOIO PEDAG. ,1
HERBERT DE SOUZA - BETINHO,SALA DE LEITURA               ,1
HERBERT DE SOUZA - BETINHO,QUADRA COBERTA                ,1
HERBERT DE SOUZA - BETINHO,LABORATORIO DE CIENCIAS,1
HERCILIA DE CAMPOS COSTA,SALA RECUPERACAO/APOIO PEDAG. ,1
HERCILIA DE CAMPOS COSTA,QUADRA COBERTA                ,1
HERCILIA DE CAMPOS COSTA,QUADRA DESCOBERTA             ,1
HERCILIA DE CAMPOS COSTA,SALA DE RECREACAO             ,1
HERMES FERREIRA DE SOUZA,SALA RECUPERACAO/APOIO PEDAG. ,1
HERMES FERREIRA DE SOUZA,LABORATORIO DE INFORMATICA    ,1
HERMES FERREIRA DE SOUZA,QUADRA DESCOBERTA             ,1
HERMES FERREIRA DE SOUZA,SALA RECURSOS MULTIFUNCIONAIS,1
HIPOLITO JOSE DA COSTA,SALA RECURSOS MULTIFUNCIONAIS,1
HIPOLITO JOSE DA COSTA,SALA DE AULA ADAPTADA        ,1
HORIZONTES DO SABER,BERCARIO,1
HUMBERTO DANTAS,SALA DE LEITURA               ,1
HUMBERTO DANTAS,QUADRA COBERTA                ,1
HUMBERTO DANTAS,LABORATORIO DE INFORMATICA    ,1
HUMBERTO DE CAMPOS,SALA RECUPERACAO/APOIO PEDAG. ,1
HUMBERTO DE CAMPOS,LABORATORIO DE INFORMATICA    ,1
IASHUA,SALA DE AULA PROPRIA         ,1
IBRAHIM NOBRE,LABORATORIO DE INFORMATICA    ,1
IBRAHIM NOBRE,SALA DE ESTUDO/PESQUISAS,1
IBRAHIM NOBRE,QUADRA COBERTA                ,1
IBRAHIM NOBRE,SALA RECUPERACAO/APOIO PEDAG. ,1
INACIO MONTEIRO,BERCARIO,1
INACIO MONTEIRO,SALA RECUPERACAO/APOIO PEDAG. ,1
INACIO MONTEIRO,QUADRA COBERTA                ,1
INACIO MONTEIRO,SALA RECURSOS MULTIFUNCIONAIS,1
INDIANOPOLIS,BERCARIO,1
INEZITA BARROSO,BERCARIO,1
INFANCIA FELIZ III,BERCARIO,1
INSTITUTO DE EDUCACAO E CULTURA ALUTHA,SALA DE AULA ADAPTADA        ,1
INSTITUTO OIKOS,SALA DE AULA ADAPTADA        ,1
INSTITUTO SOCIAL SANTA LUCIA - UNID I CL,SALA DE AULA PROPRIA         ,1
INSTITUTO SOCIAL SANTA LUCIA - UNID VII,SALA DE AULA PROPRIA         ,1
INSTITUTO SOCIAL SANTA LUCIA UNID X,SALA DE AULA PROPRIA         ,1
INSTITUTO SOCIAL SANTA LUCIA UNID XII,SALA DE AULA PROPRIA         ,1
IRINEU MARINHO,SALA RECUPERACAO/APOIO PEDAG. ,1
IRINEU MARINHO,LABORATORIO DE INFORMATICA    ,1
IRINEU MARINHO,SALA RECURSOS MULTIFUNCIONAIS,1
IRINEU MARINHO,PATIO DESCOBERTO              ,1
IRINEU MARINHO,SALA DE LEITURA               ,1
IRMA DERLY FABRES,SALA DE RECREACAO             ,1
ISA SILVEIRA LEAL,QUADRA COBERTA                ,1
ISABELA,SALA DE AULA PROPRIA         ,1
ITAQUERA I,BERCARIO,1
JACANA,SALA DE DANCA / GINASTICA,1
JACANA,PATIO COBERTO                 ,1
JACANA,QUADRA COBERTA                ,1
JACEGUAVA,SALA DE RECREACAO             ,1
JACKSON DE FIGUEIREDO,QUADRA DESCOBERTA             ,1
JACKSON DE FIGUEIREDO,SALA DE LEITURA               ,1
JAGUARE,SALA DE PROJECAO/VIDEO        ,1
JAGUARE,SALA RECURSOS MULTIFUNCIONAIS,1
JAIRO RAMOS,SALA DE ED. ESPECIAL ADAPTADA,1
JAIRO RAMOS,SALA RECUPERACAO/APOIO PEDAG. ,1
JAMBEIRO,LABORATORIO DE INFORMATICA    ,1
JAMBEIRO,SALA DE LEITURA               ,1
JAMBEIRO,SALA DE AULA ADAPTADA        ,1
JAMBEIRO - JOSE GUILHERME GIANETTI,FOYER / EXPOSICOES,1
JAMBEIRO - JOSE GUILHERME GIANETTI,CAMPO DE FUTEBOL,1
JAMBEIRO - JOSE GUILHERME GIANETTI,BIBLIOTECA,1
JAMBEIRO - JOSE GUILHERME GIANETTI,GINASIO DE ESPORTES,1
JARDIM AURORA,SALA DE ED. INFANTIL PROPRIA ,1
JARDIM CAMARGO NOVO,BERCARIO,1
JARDIM COLORADO,BERCARIO,1
JARDIM DA CONQUISTA,SALA DE ED. INFANTIL ADAPTADA,1
JARDIM DA CONQUISTA,SALA RECUPERACAO/APOIO PEDAG. ,1
JARDIM DA CONQUISTA,LABORATORIO DE INFORMATICA    ,1
JARDIM DA INFANCIA,BERCARIO,1
