escola,average_age
BALAO DE BOLINHAS,4
NOVO CAMINHO,4
PINGUINHO,4
PEQUENO ANJO,4
JOIAS RARAS,4
PROJETO RAIZES,4
ENCANTADO,4
RECANTO DOS PEQUENINOS II,4
PARQUE EDU CHAVES,4
ADENIVO MENDES DE AQUINO,4
HARARATE,4
VERA ALVARENGA II,4
JOVA RURAL,4
MAE TRABALHADORA,4
CANTINHO ESTRELADO,4
SAMARITANINHOS I,4
RECANTO JOANA,4
SANTO AMARO,4
VELEIROS,4
VOVO LIDIA II,4
MARIO QUINTANA,4
NOITE ENCANTADA IV,4
JARDIM WILMA FLOR,4
MAE DO SALVADOR,4
DENTE DE LEITE,4
RAFA GIRE,4
JARDIM MONJOLO,4
ROSEIRA I,4
ESTRELA DO MAR,4
CHAQUIBE FANDI KALIL,4
FLOR DO AMANHA II,4
JARDIM TAIPAS,4
UNIVERSIDADE DA CRIANCA,4
JOSE VIEIRA DE SANTANA,4
JARDIM SHANGRILA - NUCLEO III,4
NOVO AMANHECER,4
ABRACAR,4
VOVO FATIMA III,4
JARDIM KAGOHARA,4
PARQUE IPE,4
MARGARIDA BRITO FARIAS SILVA,4
VILA NOVA JAGUARE,4
RECANTO DA ALEGRIA V,4
GOTINHAS DO SABER,4
CORUJINHA IV,4
SOLAR DO AMANHECER,4
JOAO FERNANDES XI,4
PINTANDO O SABER,4
CUIDANDO DO AMANHA,4
HERMANN GMEINER,4
BABY MARAVILHA,4
MARIA PENHA NASCIMENTO,4
GAMALIEL,4
SHEKINAH,4
BAU DE SURPRESAS,4
MARCIA RICCO FERRAZ,4
MANOEL BISPO DOS SANTOS,4
ESPACO DA CRIANCA III,4
PEQUENOS GIGANTES,4
DULCE MARINHO,4
BEM QUERER III,4
NEI CAETANO DE ANDRADE,4
CONDE LUIZ ZUNTA,4
VOVO FATIMA II,4
VOVO AUGUSTA II,4
JESUS MENINO III,4
ISSA KURBHI,4
INOCOOP IPIRANGA,4
LAR DITOSO,4
VILA UNIAO,4
YOJIRO TAKAOKA,4
ESTRELINHA DOURADA,4
JARDIM LAPENA,4
DAMARIS CASTILHO IV,4
PRINCESA ISABEL III,4
NOVA AURORA,4
MARIA ELISABETE LIMA MOTA,4
VILA PRADO,4
MARIA NELE,4
PARQUE RESIDENCIAL COCAIA - GRAJAU,4
LIRIOS DO VALE,4
ALEGRIA DE CRIANCA,4
JOAO E MEL,4
ESPACO DA COMUNIDADE XI,4
PEDRO XAVIER,4
SHIRO KYONO VER,4
VILA NANCY,4
PILAR FUENTES ROMEU,4
PEQUENOS SONHADORES,4
VIVER E CRESCER,4
LAR ENCANTADO,4
EDUCADORES EM FOCO,4
CASTELO BRANCO,4
MORRO GRANDE CT VIDA,4
MUNDO ENCANTADO,4
FAZENDA DO CARMO II A,4
ALPS-VILA IOLANDA,4
RENOVO,4
ESTRELAS DO AMANHA,4
NOVA ALIANCA III,4
ALASTAIR QUINTAS GONCALVES,4
HENRI WALLON,4
MARANATA IRMAOS NATALI,4
JARDIM TRES MARIAS,4
JESUS REI II,4
PITAGORAS,4
DONA BARATINHA,4
MARIA DO CARMO,4
CAMINHAR II,4
CRESCENDO COM ATITUDE II,4
JOAO FERNANDES X,4
REINO DO CARINHO,4
CEI NINHO ALEGRE,4
ESMERALDAS,4
CRESCENDO E APRENDENDO,4
BEM ME QUER JARDIM DA SAUDE,4
OLHAR PARA O FUTURO,4
MARAJOARA,4
MARLENE AMORIM DA SILVA E SILVA,4
MUNDO ENCANTADO II,4
PEQUENOS PASSOS,4
FUTURO BRILHANTE VII,4
JARDIM SANTO EDUARDO,4
DOCE LAR DO IRMAO BENEDITO,4
NANY APPLE,4
JARDIM COTINHA,4
INDIANOPOLIS,4
CIDADE LIDER,4
FRANK DUFF,4
PAROQUIA SAO MATEUS APOSTOLO,4
MARINHO DE ASSIS TOLEDO,4
SOLAR DOS UNIDOS I,4
MUNDO DAS CRIANCAS,4
ESTACAO CRIANCA,4
NUCLEO DO SABER,4
PLENO VIVER,4
VOVO JOAO ARLINDO,4
CONJUNTO HABITACIONAL BALTAZAR CISNEROS,4
MADRE TERESA DE CALCUTA,4
ANANDA MARGA - UNIVERSO INFANTIL,4
ELZA SOARES,4
VILA PROGRESSO,4
FE E ALEGRIA,4
ESTRELINHAS DO JARDIM JAQUELINE,4
CT VIDA KIDS I,4
OIKOS II,4
MORIAH,4
NORA AULER DE ARRUDA BOTELHO,4
PEQUENAS TURQUESAS II,4
EUGENIO FRANCISCO DE SANTANA,4
AMOR DE TATI,4
CORACAO DE JESUS,4
MARQUES DOS FRANCOS,4
ITALO BRASIL PORTIERI,4
DOS ANJOS,4
SAO JOSE DE VILA PALMEIRAS,4
BARRA MANTEIGA,4
BALNEARIO MAR PAULISTA,4
SAN AGOSTINO,4
CEAR PROXIMOS PASSOS JARDIM SATELITE,4
CAMINHAR V,4
FILHOS DE DAVI,4
A MAO COOPERADORA,4
VENHA CONOSCO - UNIDADE III,4
ANALIA FRANCO,4
CONJUNTO HABITACIONAL SANTA ETELVINA VI,4
SUKKOT,4
JACIARA,4
JARDIM COLORADO I,4
NOVA BOREAL,4
JORGE APOVIAN,4
JOSELY MARIA CARDOSO BENTO,4
VIGILANTES DO FUTURO,4
QUATRO PILARES DA EDUCACAO II,4
NOSSO SONHO,4
CAMINHAR III,4
APRENDENDO BRINCANDO,4
JOAO UBALDO RIBEIRO,4
IPIRANGA,4
SOL DO MEIO DIA,4
SANTA BARBARA,4
DOZE DE OUTUBRO,4
VILA PERUS,4
MARIA NATIVIDADE MACHADO,4
CRIANCA DA GENTE,4
VILA CARMOSINA,4
ESTRELA DE DAVI,4
BALTAZAR SANTANA,4
SAN LAZZARO,4
CLAUDIO JANUARIO,4
JARDIM NORONHA,4
UNIVERSO DA CRIANCA II,4
JOSE BONIFACIO (BOM PASTOR II),4
INEZ MENEZES MARIA,4
PEQUENOS CONSTRUTORES,4
PARQUE MANDI,4
VERA ALVARENGA,4
ARY BARROSO,4
PARQUE DOS BANCARIOS,4
MVV DE GUAIANASES,4
TIA NARA,4
LAR CANTINHO DO SABER,4
SOL REI,4
SIGNE CARLSON,4
JOAO ROSCHEL KLEIN,4
CAMINHAR COM AMOR - UNIDADE II,4
MIRA ORUBE,4
MANGA ROSA,4
SAO MIGUEL ARCANJO,4
IRINEU,4
GARRA FEMININA II,4
BENJAMIN ANTONIO SALLES ARCURI,4
PONTE PEQUENA,4
MUNDO DOS SONHOS,4
CANTINHO DA LOTUS,4
MARIA APARECIDA DOS SANTOS,4
SAO FRANCISCO DE ASSIS - VALO VELHO,4
NOVA ALIANCA II,4
MARIA LUIZA AMERICANO,4
ITAQUERA B,4
ELOHIM ADONAI III,4
JARDIM COLORADO,4
MARIA AUGUSTA DE PAULA PROFA,4
PLANETA KIDS,4
JARDIM ARPOADOR,4
TURMA DA MAFALDA II,4
O PEQUENO SEAREIRO,4
PLENITUDE,4
EVA FURNARI,4
MARGARIDAS AMARELAS,4
JARDIM POPULAR,4
JARDIM ANGELA,4
MAE DA DIVINA PROVIDENCIA,4
MIRANDINHA,4
ASBEN JACANA,4
SHAMMAH,4
RANC II,4
SANTO AGOSTINHO - ASA,4
LAPA,4
ALPHA BABY II,4
CASA DA CRIANCA FELIZ,4
RAPHAELA CAPELLANO DIAS,4
PRINCESA THAYNNA,4
VILA CARIOCA,4
SAPOPEMBA II,4
TIA ALZIRA,4
REVOLUCAO,4
DOCURAS E TRAVESSURAS,4
SOSSEGO DA CRIANCA,4
JARDIM REIMBERG,4
MMDC,4
NOVO IPE I,4
ESPACO KAIROS,4
VILA LEOPOLDINA,4
YVONE LEMOS DE ALMEIDA FRAGA,4
COMO NOSSOS PAIS,4
ESPACO KAIROS VII,4
VIVER E APRENDER I,4
LOURDINHA PINHEIRO IV,4
MONTE MORIAH,4
VOVO CECILIA,4
LUZIA AGUIAR,4
BRINCANDO COM A GENTE,4
PAZ NOS VALES,4
CORDEIRINHOS DE CRISTO,4
MUNDO DOS SONHOS III,4
HELENA PEREIRA DE MORAES,4
AFAMA BABY,4
BONA VITTA,4
VALE ENCANTADO,4
UNIVERSO DOS PEQUENINOS,4
JARDIM LIDERANCA,4
VOVO ANNA GOMES,4
CARMEN RODRIGUES,4
MANOEL DE BARROS,4
JARDIM SANTA TEREZA,4
DANDARA,4
ESPACO KAIROS II,4
ELOHIM ADONAI II,4
NOGUEIRA SUDESTE,4
ELVIRA MARTINS,4
INOVACAO,4
JARDIM MARIA SAMPAIO,4
LORIS MALAGUZZI,4
PEQUENOS GENIOS,4
DOMINGUINHOS,4
VO NICE III,4
TIO LUIZ,4
ESPACO FELIZ II,4
VOVO MARGARIDA,4
CRE SER II,4
BRUNA MIRANDA,4
ANTONIO RODRIGUES,4
BENCAO E PAZ,4
JARDIM DAS OLIVEIRAS,4
ALFAZEMAS I,4
CAMINHAR E PRECISO,4
JARDIM DAS FLORES,4
PARADA XV DE NOVEMBRO,4
ATITUDE DE CRIANCA,4
AMORA,4
CASTILHO III,4
PARQUE DAS NACOES,4
PEQUENOS POETAS,4
JARDIM MUTINGA,4
PRINCIPE PIETRO,4
ANA DE FATIMA,4
MAE PEREGRINA,4
JEOVA RAFA II,4
GARRA FEMININA,4
JESSICA FRAZAO,4
SO FELICIDADE,4
PEQUENOS PENSADORES II,4
PRISCILLA TELLES SIQUEIRA BALOTTA DE OLIVEIRA,4
PLANETA COLORIDO,4
ANEU GARANHANI,4
ALPS PARELHEIROS I,4
PICOLO,4
VENHA CONOSCO - UNIDADE VIII,4
CAMINHO FELIZ,4
LUZ DO SABER - II,4
ESTRELA AZUL,4
JERUSALEM,4
GOTA DE ESPERANCA VI,4
PRIMEIRO LAPIS,4
NUCLEO PARQUE RESIDENCIAL COCAIA,4
ALECRIM,4
MAYARA ESPERANCA E VIDA,4
BURITI,4
OSVALDO MOREIRA,4
NELSON BREVE,4
CAMINHAR E PRECISO II,4
PARQUE SAO RAFAEL II,4
SHADDAI,4
SAMARITANINHOS V,4
MARIA DULCE,4
JUJUBINHA,4
PEQUENO POLEGAR,4
PRINCIPE KAWANN,4
EMILIO ANTONIO DE CARVALHO,4
PIPAS I,4
ALEGRIA DE APRENDER,4
LIBERTARIOS,4
TIO DIDI,4
LAR BATISTA DE CRIANCAS - MANDAQUI,4
NOVA BRASILIA,4
UNIVERSO DA CRIANCA I,4
MA-MA,4
MOMENTOS FELIZES,4
JARDIM SAO BENTO VELHO,4
JARDIM CATANDUVA,4
DOCE INFANCIA,4
CATAVENTO,4
TIA LILA,4
ENCANTADO II,4
VILA PIAUI,4
EMMI PIKLER,4
CASA DE CRIAR E BRINCAR,4
MADAGASCAR,4
PRIMEIROS CAMINHOS,4
PARQUE NOVO GRAJAU,4
LIRIO DO VALE,4
MEIMEI II,4
URSINHOS CARINHOSOS,4
GRAO DE GENTE II,4
IRENE RAMALHO,4
SUCESSO DO AMANHA,4
VICENTE MACHADO,4
PARQUE COCAIA,4
JARDIM ELISA MARIA,4
PEQUENOS AVENTUREIROS,4
BLANDINA MEIRELLES,4
JARDIM DAS IMBUIAS II,4
GEOVANNA SOUZA,4
JARDIM EDITE,4
JARDIM MAGICO,4
SAO LUIZ MARIE DE MONTFORT,4
VOVO FATIMA,4
MEIMEI,4
JARDIM IRIS,4
LAPIS NA MAO,4
CORUJINHA I,4
PARQUE DAS PAINEIRAS,4
CAMINHAR COM AMOR - UNIDADE I,4
ESTACAO ALEGRIA,4
PRIMAVERA,4
MAE DA ESPERANCA,4
FRANCISCO BATISTA VER,4
JARDIM MANACAS,4
NOSSA SENHORA DO ROSARIO,4
ESTRADA DO SOL,4
NOVA ALIANCA,4
NOSSO LAR I,4
CONJ. HABITACIONAL TEXIMA,4
SAO FRANCISCO XAVIER,4
VILA SAO JOAO,4
SAO JORGE,4
BRILHANTES,4
JOSIS,4
VO DONI,4
JOSE JOAQUIM DE SANTANA,4
VO MARIA,4
SAN LONGINUS,4
ALPS LAJEADO II,4
SANTA MONICA,4
CASA SAO JOSE LAR DA INFANCIA,4
VIDA E CULTURA,4
CRISTOVAO,4
EL SHADAI,4
CARLOS JACOB,4
JARDIM SAO NICOLAU,4
IRENE GOMES DOS SANTOS,4
INFINITY KIDS,4
PIQUERI - SAO FRANCISCO,4
NATALIA REZINO I,4
TERNURINHA,4
GOITI,4
COMPANHIA DOS SONHOS,4
VILA SANTA INES,4
IRACI SANTANA,4
JARDIM MATARAZZO,4
ELIANA E SUA TURMINHA,4
BOAVENTURA,4
MUNDO KIDS,4
CAMINHO DOURADO III,4
TERESA DAVILA,4
TOMAS DE AQUINO,4
INACIO DE LIMA OLIVEIRA,4
TIRIRILANDO,4
CAMARA MUNICIPAL DE SAO PAULO,4
RANC,4
LAR FELIZ,4
PEQUENOS DO BUTANTA,4
JARDIM ADUTORA,4
CANTINHO DA RENATA,4
VENHA CONOSCO UNIDADE V,4
MARIA JOSE DE SOUZA,4
VO CATARINA,4
VO CHICA,4
ANGLICANA RENATA EUGENIA RODRIGUES - UNID IV- MORUMBI,4
SAKURA,4
AUTA DE SOUZA,4
VITORIA SERGIO BRANCO MARTINS,4
VIVER E CONVIVER,4
ESTRELINHAS DO FUTURO,4
VEREDAS,4
MISERICORDIA II,4
LAR SEMENTES DE PAZ,4
ERVA DO SERENO,4
CIDADE TIRADENTES,4
PEQUENINOS DO REINO,4
COHAB EDUCANDARIO,4
NAZARE,4
PINGO DE ORVALHO,4
CONJ. PRESTES MAIA,4
JARDIM DOS IPES,4
CLARA PUGLIESE RODRIGUES,4
LOURDINHA PINHEIRO III,4
COHAB RAPOSO TAVARES,4
IPE,4
UNIAO DE VILA NOVA II,4
SHALLOM II,4
JOSE REGINALDO DA FONSECA II,4
JOAO FERNANDES III,4
SANTA IZABEL,4
SAO ROBERTO,4
TINDOLELE,4
TIA ANA,4
JARDIM DAS CAMELIAS,4
MUNDO DA ALEGRIA II,4
RUGRATS - OS ANJINHOS VII,4
CAMINHOS DO AMANHA,4
VOVO NELSAO,4
CANTINHO DA IMAGINACAO,4
COHAB SONDA II ROSE VALEZIN,4
PARQUE SANTA MADALENA II,4
LUCAS EVANGELISTA,4
PINGO DE ROSA,4
CASA DO CRISTO II,4
VOVO NINITO,4
SER FELIZ III,4
AVES GALHANI,4
NOVO FLORESCER,4
CORACAO DE LEAO,4
EMILIA FERREIRO,4
REINO ENCANTADO GEGE,4
UNIVERSO INFANTIL,4
VILA IOLANDA,4
CASA DO CRISTO III,4
KALIXTO MENDES IV,4
13 DE MAIO,4
NOSSA SENHORA DAS GRACAS,4
NOSSA SENHORA DAS GRACAS - INSTITUTO CIO DA TERRA,4
LUZIA MATOS DA SILVA,4
DOROTHY STANG,4
VOVO LIDIA III,4
AMIGUINHOS DE JESUS,4
UNIVERSO CRIANCA,4
ESPACO BRINCAR,4
NOVA LUZ,4
CONJUNTO JOSE BONIFACIO,4
YVONE MALUHY JOSEPF SABGA,4
SANTA MARIA,4
MUNDO DA FELICIDADE,4
LYGIA FAGUNDES TELLES,4
ONADYR MARCONDES,4
INFANCIA COM AFETO,4
LUZ DA SABEDORIA,4
CANTINHO IRMAOS NATALI,4
NOVA GERACAO,4
VOVO AIDA RAMOS FERREIRA,4
GRAO DE GENTE,4
ESTRELINHAS ALEGRES II,4
NINHO DA CRIANCA,4
CEDRINHO I,4
GABRIEL KARA,4
TEQUINHO DO CEU,4
PASSO A PASSO III,4
SAO JOAO GUALBERTO,4
ALPS JARDIM SAO JOAO,4
JARDIM PRIMAVERA,4
JURANDYR BARBOSA,4
ADELIA CURI,4
RAIO DE SOL,4
PROFESSOR TEIXEIRA,4
FUTURO BRILHANTE III,4
CANTINHO DA IMAGINACAO II,4
CARINHA DE ANJO,4
JARDIM MAIA,4
CHACARA DOS SONHOS,4
CIA DOS SONHOS VI,4
JORGINHO,4
CANTINHO FELIZ,4
JARDIM SAO PEDRO,4
SANTA MAE APARECIDA,4
INEZITA BARROSO,4
SEMENTINHA DA VIDA,4
OIKOS,4
JARDIM PALMARES,4
JACOMO TATTO - JARDIM DAS CEREJEIRAS,4
PINGO DE GENTE,4
MONTE CARMELO III,4
VALTER JACONI,4
ARVORE DO APRENDIZADO,4
CASTILHO,4
ANTONIA MARIA TORRES DA SILVA,4
PAIS E FILHOS,4
LAR DO ALVORECER CRISTAO,4
JARDIM TRES MARIAS I,4
ELIZABETH SOUZA LOBO GARCIA,4
ADHEMAR FERREIRA DA SILVA,4
MARIA APARECIDA NASCIMENTO,4
BOM SUCESSO,4
ELOHIM KADOSH,4
ESPACO KAIROS JD. SANTA CRUZ,4
CONJUNTO HABITACIONAL SAO MIGUEL,4
MARIA E JOSE,4
MONTE CARMELO IV,4
LUAR DO SERTAO,4
VILA RAMOS,4
JARDIM JAQUELINE,4
ITATINGA - NUCLEO II,4
VILA MARIA,4
VILA REGINA,4
MARIA DE SOUSA AZEVEDO,4
JARDIM SAO JUDAS TADEU,4
SOL DO AMANHA,4
NINHO DA AMIZADE,4
ESPACO KAIROS PERI,4
RAQUEL ZUMBANO ALTMAN,4
CANTINHO COLORIDO II,4
JARDIM DAS VERTENTES,4
ACALANTO,4
FUTURO FELIZ,4
PARQUE AMAZONAS,4
NOVA ISRAEL,4
TAMOIO,4
RECRIAR,4
DELFINA MARQUES JARDIM,4
A E DE CARVALHO,4
BRISA ANDRADE II,4
PEQUENOS DO BUTANTA II,4
PENTAGRAMA VII,4
VILA GUILHERME,4
VILA SANTA TERESINHA,4
CEDRINHO III,4
PEQUENAS TURQUESAS IV,4
CIDADE NOVA DO PARQUE NOVO MUNDO,4
LAR DE MARIA,4
ARTE DE BRINCAR,4
LOURDINHA PINHEIRO V,4
SALESIANO SANTA LUZIA,4
AMARELINHA,4
ALPS LAJEADO,4
PRINCESA LIVIA,4
CHACARA BELA VISTA II,4
NOSSA SENHORA MAGLAC III,4
PEQUENAS ESTRELAS IV,4
SANTA MARGARIDA,4
FUTURO BRILHANTE,4
SAO JORGE ARPOADOR,4
JARDIM HERCILIA,4
JOAO E MARIA,4
AMOR DIVINO,4
SAO CESARIO,4
NEWTON PRADO,4
VILA CHUCA,4
GUILHERME PARANHOS,4
AMIZADE BRASIL E CHINA,4
VILA DIVA,4
ESTERLITA,4
CORACAO VALENTE,4
JULIO CESAR,4
GUILHERME HENRIQUE PINTO COELHO,4
BENIGNA CARDOSO,4
SANTA IZABEL I,4
BELA INFANCIA,4
ALVORADA,4
JARDIM VERONIA,4
BEM QUERER,4
NOITE ENCANTADA I,4
ESPACO DA CRIANCA EMILIE DE VILLENEUVE,4
MENINOS,4
CANTINHO MAGICO,4
MENINO JESUS,4
ONDACAIMA JUNIOR,4
NAKINE,4
PINGOS DO AMANHA,4
VILA CLARICE,4
JOAO FERNANDES VII,4
JOANA ALVES,4
DANDINHA II,4
MUNDO IDEAL,4
FUTURO BRILHANTE II,4
TRILHANDO CAMINHOS,4
LINDA INFANCIA,4
PEQUENOS PENSADORES,4
MARANATA,4
ABC DA CRIANCA,4
CANTINHO DO CRESCIMENTO,4
SOARES LIMA,4
TIO ABILIO,4
ESPACO DA LOTUS,4
CASA DA CRIANCA FELIZ II,4
ESPACO DA COMUNIDADE I,4
PRINCIPIOS,4
FAMILIA SIAO,4
ANGELINA,4
PEQUENAS TURQUESAS III,4
BRILHO DE LUZ,4
VINTE DE AGOSTO,4
NAIR SALGADO,4
SAPOPEMBA I,4
VILA SULINA,4
ESPACO KAIROS X,4
ZOE,4
JULIO FRANCISCO DE SOUZA II,4
PEDACINHO DO CEU,4
ISAURA RIBEIRO MARTINS,4
PRIMEIROS PASSOS,4
NOAH,4
VENHA CONOSCO UNIDADE II,4
SAO FRANCISCO - ASA,4
VERA ALVARENGA III,4
CONJUNTO HABITACIONAL APOMI,4
MARIA APARECIDA SIQUEIRA CAMPOS,4
EDNA ROSELY ALVES,4
TOCA DO COELHO,4
ARCO IRIS,4
HANNAH,4
MOOCA,4
BARUCH,4
GUARAPIRANGA I,4
MARIA DA GLORIA FREIRE LEMOS,4
JARDIM MARACANA,4
CARLOS APOLINARIO,4
JARDIM SAPOPEMBA III,4
LEAO XIII,4
CONSTRUINDO CONSCIENCIA,4
ARACY GOUVEA DE SOUZA,4
IRENE IRAPIRANGA,4
QUERUBIM II,4
PRISCILLA TELLES SIQUEIRA BALOTTA DE OLIVEIRA VIII,4
JARDIM GUARUJA - RITA MONTEIRO DE SOUZA,4
CHEIRINHO DE NENEM,4
JARDIM SAO PEDRO I,4
JARDIM ELIANE,4
DELSON DOMINGUES,4
CDHU JACUI A,4
NOSSA SENHORA DOS POBRES,4
JARDIM UNIVERSITARIO,4
PIRUETA,4
PENTAGRAMA I,4
SONHO MAGICO II,4
CONSTRUIR E IMAGINAR,4
ALPHA BABY,4
ESPACO KAIROS III,4
SIMONE AGNALDA FERREIRA,4
4 IRMAOS,4
JOAO FERNANDES VIII,4
CORUJINHA DO SABER,4
PINGOS DE AMOR,4
RUBEM ALVES,4
VIDA E ALEGRIA,4
FUTURO BRILHANTE VI,4
CAPAO REDONDO I,4
SONHO DE INFANCIA,4
CHAPEUZINHO AMARELO,4
CANTINHO DA VOVO HELENA,4
JARDIM DAS HORTENSIAS,4
JARDIM LALLO,4
GOTA DE ESPERANCA I,4
DOCE MEL,4
SUZANA POMPEU DE TOLEDO,4
LEAO DE JUDA,4
JARDIM ANA ROSA,4
CANTINHO DE LUZ II,4
LAR DE AMOR MEIMEI,4
CENTRO ASSISTENCIAL SANTANA,4
CASA BRANCA,4
JARDIM IPANEMA I,4
LINDO SOL,4
MARCELA,4
ALEGRIA DO SABER II,4
VOVO JULIA,4
SABERES INFANTIS,4
AME II,4
JARDIM DOS PINHEIROS,4
CARACOL,4
ESPACO DA COMUNIDADE XIII,4
BOAVENTURA IV,4
JARDIM HELENA I,4
ESPACO FELIZ,4
JOAO FERNANDES XII,4
MARIA DE BELEM,4
ANTONIO PEREIRA DE SOUZA NETO,4
ME NINAR,4
VILA NINA,4
JARDIM GUARANI,4
RAINHA ESTHER,4
TIA ADELIA NERI,4
PENTAGRAMA VI,4
SUL DE MINAS,4
NOSSA SENHORA SAGRADO CORACAO,4
CAMINHAR E CRESCER,4
PROJETO CRESCER,4
BOAVENTURA I,4
PAULO CESAR FONTELLES DE LIMA,4
GILEADE,4
MARIA DE LOURDES FERRARINI,4
MITIKO MATSUSHITA NEVOEIRO,4
DENISE NALINI,4
SANTA THERESINHA,4
JARDIM UMUARAMA,4
DALVA RANGEL,4
JARDIM PERI,4
SAMARITANINHOS IV,4
MONTE AZUL A. C.,4
SEMEANDO O BEM III,4
AURORA BOREAL II,4
ZACARIA MAURO FACCIO GONCALVES,4
CONJUNTO HABITACIONAL PADRE MANOEL DE PAIVA,4
ALEGRIA DO SABER III,4
FRATERNIDADE MARIA DE NAZARE,4
PEQUENOS GENIOS TOPAZIO,4
JOSEPHINA SANTOS MAIA,4
SEMENTES BRILHANTES,4
CANTINHO DA PAZ II,4
QUATRO PILARES DA EDUCACAO III,4
ANNA FLORENCIO ROMAO,4
PRIMEIRA ESTACAO,4
JARDIM DIONISIO,4
JARDIM PRIMAVERA I,4
CONCEICAO ROSA,4
ANA MARIA NACINOVIC CORREA,4
CHACARA BELA VISTA,4
GUSTAVINHO,4
TIA ELISA,4
VIDA DE CRIANCA,4
VENHA CONOSCO IV,4
SOSSEGO DA MAMAE,4
SEMENTE DO AMANHA,4
CEDRINHO II,4
LAR GERACAO FUTURO,4
VOVO VERA,4
TEREZA DAVILA,4
CONCORDIA,4
BRINCANDO TAMBEM SE APRENDE,4
CAMPANELA,4
PRISCILLA TELLES SIQUEIRA BALOTTA DE OLIVEIRA IX,4
VIVA,4
IGEVE GUAIANASES MENDONCA,4
ANJO DE LUZ,4
JARDIM DOS ANJOS,4
ERIK GUNNAR ERIKSSON,4
CONSTRUINDO SONHOS,4
ROSA SABAG ADDAS,4
PEDRO E MARIA IV,4
ROKINHO,4
SANTA ESCOLASTICA,4
FAMILIA MISSAO,4
RIO PEQUENO II,4
ANJOS DA TERRA,4
NOSSA SENHORA MAE DE DEUS,4
ESTRADA TURISTICA,4
CANTINHO DA SERRA,4
ANGLICANA BERNARDO GIACOMINI GONCALVES,4
ANUNCIACAO FERREIRA,4
RECANTO DA ALEGRIA IV,4
CDHU ITAIM A,4
MAE DE DEUS,4
SANTA ROSA DE LIMA,4
PARQUE FONGARO,4
CANTINHO DA RAFA,4
ALECRIM DOURADO,4
FRANCISCO PEREIRA SOBRINHO,4
PEQUENOS GENIOS II,4
VILA JOIA,4
ATELIE DA INFANCIA,4
BRINCARTE,4
CONCORDIA II,3
MARIA DE LOURDES COSTA,3
ESPERANCA E VIDA II,3
BEZERRA DE MENEZES,3
VOVO DILEUZA II,3
ABAYOMI,3
PEQUENO ARTHUR,3
MARIA,3
MENINO DE LATA,3
CECILIA MARIA I,3
CASA DOS INOCENTES II,3
CARIJOS,3
DONA BELLA,3
IZABEL RIBEIRO,3
ALPS TIRADENTES,3
CEDRINHO IV,3
ESPACO INFANTIL,3
RUGRATS OS ANJINHOS VI,3
IRANI DA SILVA LUZIA,3
ROSA MARIA II,3
PIPAS IV,3
LINDA FLOR,3
APRENDENDO A CRESCER,3
BRAS MOOCA,3
LUZ DA ESPERANCA,3
CIA DOS SONHOS V,3
PEQUENOS GENIOS - FLORES,3
BEM QUERER II,3
CONQUISTA,3
UNIVERSO MIRIM,3
TIQUATIRA I,3
AQUARELA KIDS,3
VAGALUME,3
